  C1,       C2,       C3,       C4,       C5,       C6,       C7, C8
 662, -1.78263, -2.68436, -1.40383,-0.566972, -5.17293,-0.914291, 87
 663,  -2.5662, -1.57044, -2.77395,  1.78034, -2.38712, -3.42859, 87
 664, -3.54736, -2.99357, -1.33765, -5.45944, -1.28519, -3.81554, 87
 665,-0.622773, -1.10309,  1.89318,  -2.4192, -4.70583, -2.11863, 87
 666, -5.90202,  1.46282, -3.13434,    -5.86, -2.27487, -5.04135, 87
 667, -1.19289, 0.637224, -2.61337,  1.55546, -5.47736,  3.22479, 87
 668,-0.897648,  3.72996, -1.53194, -2.74517, -2.25674, -3.82088, 87
 669,  2.76696,-0.136618,-0.517551,   1.5394, 0.918861, -2.38123, 87
 670, -1.21015,-0.284051,  1.60575, 0.398986, 0.655988, -3.68857, 87
 671,  -7.5428,-0.199967,  2.95628,  1.39939,-0.376648,  1.23774, 88
 672, -1.70689, 0.750488,  4.60687, 0.383593, -6.02506,   1.3562, 88
 673, -2.17626, -1.53527,  -1.2064,   5.4958, 0.467884,  2.29088, 88
 674,  3.10649, 0.865392, -1.33384, 0.570777,-0.632442,  2.10735, 88
 675,  1.33305,-0.852932, 0.498133,-0.685753,  -3.5264,-0.290403, 88
 676, -2.72534, -2.65253, -0.87909, 0.100008, -5.55129, 0.070909, 88
 677,  1.32684, 0.711643, -3.11228,   2.3139, -2.60996, -1.16283, 88
 678, -1.71544,-0.697591,  1.31391,  3.18091, -3.10941,  4.28406, 88
 679, 0.327072,  5.39708, 0.669178,  1.81915, -2.65837,  2.29189, 88
 680, 0.528789, 0.530392,  1.33662, -2.57179, 0.986827, 0.689298, 88
 681,  -1.0579, -2.57472, -2.03799, -1.52209,-0.498206,   2.4018, 89
 682,  2.29113, -1.45223,-0.342033,-0.398834, -6.77599,-0.922497, 89
 683,  -1.0218, -3.96655,-0.719665, 0.777673, -3.21893,  0.59555, 89
 684,  -1.6552,  3.89384,   3.1425,  3.87007,-0.071349,  3.35439, 89
 685, -1.62048, -3.59038,  4.74123, 0.991429,-0.864702,-0.333486, 89
 686, -1.35406, -2.77592, -1.66194,-0.569411, -4.21841, -3.47018, 89
 687, 0.638482, -2.53927,  0.22858,-0.164075, -1.88716,  1.97026, 89
 688, -1.17375, -2.29561, -2.87627,-0.813146, -4.61168, -1.07392, 89
 689,  1.42213, -3.70094, -2.48923, -1.06111,-0.750766, -2.88187, 89
 690,-0.359419, 0.214528,  1.56606, -3.11904, -1.41352, -2.59465, 89
 691,  1.70067, -2.60818,  1.59621, 0.474729,  6.56965,  2.44767, 90
 692,-0.459688, -1.41996,    2.291,  1.30296,   1.1427,  2.32356, 90
 693,  1.08313, -1.71449, -2.30929, 0.566642,  1.62483,    2.474, 90
 694, -0.55232,-0.915885,  1.44518,  1.93266,  2.09507,  5.76753, 90
 695, 0.627111, -3.46552, -1.29039,   1.5174,  2.37801, -2.63187, 90
 696,  1.02025, -6.76141, -1.71929,  -2.0905,  6.41394,  2.32609, 90
 697,  3.28002,-0.000854,  2.46014, -2.59742, -3.27518, 0.001276, 90
 698,   0.2013, -2.54562,  1.35046,  6.43516,  4.52651,  4.96483, 90
 699,  -4.0601, -5.80219, -3.38273,  1.35996, -3.21896, -2.53228, 90
 700, -1.50777, -6.57067, -3.96488,   -1.882, -2.07492,  -1.0087, 90
 701, 0.279155,  2.14536, 0.109059, -2.46307, -3.64107,  -3.1844, 91
 702, -0.93417,  2.38619,-0.308808, -1.04957, 0.775683,  3.62507, 91
 703,  2.60371, 0.147051, 0.710134, -1.82851, -1.66009,  2.23608, 91
 704,  2.06055,  5.19092,-0.752997, 0.696419,  2.91915,  4.63135, 91
 705, -1.64826, -1.32997, -1.53494, -3.71271,  3.05241, 0.002038, 91
 706,  2.10947,  1.90854,  0.21121, -3.60274,  4.03735,  4.07759, 91
 707, 0.259725,  5.33041, -3.94721,  1.52951,  2.13561,  3.68795, 91
 708,-0.068819,-0.243671, -1.24969, -1.56141,  -1.2721, -2.24712, 91
 709,  1.59183,  2.08531,  1.32234, -0.75797, 0.054217, -1.71477, 91
 710,  2.96758,  3.96241,  3.31124,-0.585364,  1.36171,  3.52393, 91
 711,  2.12187, 0.065643, 0.035659, -1.82455,  1.20699,  1.10099, 91
 712, 0.984989, -1.62441, -4.13758, -2.54283,  4.33973,-0.336584, 91
 713,  -0.9316, 0.781041, -1.61465, -2.16381, -3.84253,  2.29724, 91
 714,  2.74671,  0.63038, 0.312461, -4.76617,-0.009639,-0.358977, 91
 715,  4.72209,  1.64581,  -1.1015,  1.72361,  2.28718,-0.053429, 91
 716,  3.56968,  5.77818,  1.96082,  4.11813,  3.36127, -3.76794, 92
 717, -2.43683, -2.50143, -5.19171,  1.20666, -2.82094, -1.65232, 92
 718, 0.971559,  1.95636, -2.15204, -2.80852, 0.310746, -1.03561, 92
 719, -4.56114,-0.806192, 0.822445,  5.28587,  1.83601,  1.35027, 92
 720,  2.17032, 0.006825,  -7.1731,-0.255623, -1.79195,  -4.9668, 92
 721,  1.03985, 0.380325,  1.35738, -3.59122,  0.06926, -1.42178, 92
 722,-0.740787, -3.61297, -2.64455,  2.11331,  4.58085, 0.915551, 92
 723, -4.42709,  1.40888,-0.117053,  2.32456,-0.837194,-0.853686, 92
 724,-0.636467,  1.04926, 0.388936, -2.21573,  2.47633,-0.085244, 92
 725,  4.54198,  6.10393,  3.45547,  1.81122,   1.3913,  1.56032, 92
 726,  2.73884,-0.949069, -1.70976,  -2.1872, -2.68687, -1.59109, 92
 727, -2.24633,  2.43777,  1.33906,   1.7068,  3.83816, -1.00326, 92
 728, 0.264501, -1.76783, -1.43923,  1.65137, -5.21388,  1.49673, 92
 729,  -1.0747,-0.226241,-0.624436,  1.49276,   1.5653,-0.565269, 92
 730, -0.53197, -1.18747, -2.32908, -2.32015, -2.62123, -3.23818, 92
 731,  6.94379,  4.35055,  4.53341,  7.27572,  4.32051,  1.36264, 93
 732,    3.106, 0.203905, -2.75408,  1.85783, 0.178669, 0.947183, 93
 733, -2.28981,-0.887314, -4.49045, 0.732022, 0.530067,  3.18683, 93
 734,  1.54485, -1.36414, -1.05584,  1.63308,  0.54997,  3.14323, 93
 735, 0.837478,  1.19107,  4.29508,  3.95122,  1.89017,-0.706513, 93
 736,  2.88212, -4.63474,  3.59534,  1.52526,  1.33823,  2.98077, 93
 737, -2.47927, -0.04689,  2.82817, 0.510214, -3.25116, 0.084685, 93
 738, -1.77119, -2.55892,  1.64392,   1.8344,-0.631894,  -1.3017, 93
 739,-0.113625, 0.397805, -1.73991,  2.31171, -2.71536,  3.92028, 93
 740, -2.37033, -2.87518, -2.04018,  1.13329, -2.05537,-0.559647, 93
 741,  2.72562, 0.839062, 0.978645,  -2.1118,-0.304665,  -2.7671, 93
 742,-0.736177,  1.81292,  1.69324,  6.39619,  2.70941,  4.59686, 93
 743, -2.28722,-0.049712, 0.536888, 0.064512, -1.44663,  2.45675, 93
 744,  -1.1672, -2.61166,  3.43842,  1.61589, -3.09776,  2.16306, 93
 745,  1.75338,  3.13822,  3.22432, 0.507311,-0.882423,  3.24175, 93
 746,  1.60768,  3.66203, 0.847482,  3.49101,  3.27837,-0.522723, 94
 747,  3.52626, 0.838793,  4.04689,-0.746439,  0.35568, 0.082685, 94
 748,  3.87824,  1.84585,   2.6377,  3.30153, -3.40451, -1.62799, 94
 749,  1.72038, -2.28313, -1.79607, 0.477645,  1.47327,-0.831329, 94
 750, -2.98348,  4.49187, -2.29721,  1.10114, 0.564961,  -2.5763, 94
 751,  3.98777,  4.03535,  2.86346,  4.38658,  4.19755, 0.384882, 94
 752,-0.021388,-0.821455, 0.606956, -4.40963,-0.109521, -3.19349, 94
 753,  6.21434, 0.610495,   1.2897,  1.03445,  2.87172, -1.48375, 94
 754,  2.78657,-0.710386,  5.97785,   1.7809,  1.57556, 0.478995, 94
 755, -5.86513,  1.12477,-0.452384, 0.543594,  1.55434, -6.07128, 94
 756,  1.16619,   1.5699,  2.17116,   2.7997, -0.21278, -3.36221, 94
 757,   1.4106, -4.65151, -4.93386, -1.53005,-0.621494, -3.45628, 94
 758, -1.58438, -3.95797,-0.650945,-0.502518,-0.234844, -1.47331, 94
 759,  2.54506,-0.404274, -4.52867, -2.08815, -1.44532, -2.17032, 94
 760, 0.738085, -1.90982, -1.40268,-0.815616,  -1.3235, -2.25458, 94
 761,  2.70127,  2.37073,  3.94262, -2.60574, -0.16691,-0.583403, 95
 762,-0.386296,-0.612177,  2.97919,  3.72949,  3.00325,   2.8644, 95
 763,  5.05463, 0.375442, 0.543172,  1.75005,  -1.9329,  2.22107, 95
 764,  2.03452,  3.08366,  2.79774,  2.73069,  2.52305,  2.02883, 95
 765,  2.34499, -1.03316, -5.50305, 0.498881, -1.75708,  4.12082, 95
 766,-0.493719,  2.26498,  3.92962,-0.430454,  -2.0099, -5.08279, 95
 767,   2.6249,   4.3225,  1.99991,  4.19097,  4.31645,  1.12366, 95
 768, -3.59604, 0.572216, 0.294454, 0.811409,  2.59857,  2.47205, 95
 769, -0.65017,-0.227619,  1.34017, 0.566127,  4.02046, -1.74936, 95
 770,  4.29828,  2.65798,  6.25588, -4.05044, -3.05899,  2.93819, 95
 771,  1.67572, -2.15893,  5.84881,  2.41544,-0.545029,  2.04396, 95
 772,-0.030342, -3.11634, -1.72921,-0.226966, -2.79527,  4.11494, 95
 773,  3.66011, 0.278856,  1.46229, 0.161005, 0.959667,  1.03102, 95
 774,-0.071812,-0.143835, 0.638346,  1.12427,-0.012427,-0.769547, 95
 775, 0.317348,  3.63925, 0.666728,  1.83173, 0.153184,-0.878255, 95
 776, -1.03041,  3.05848, 0.097279,   3.5957,  4.70196,  2.78324, 96
 777,  1.37118, 0.447645, -5.03722, -1.31369, 0.750844, -3.01938, 96
 778,  4.84997,  3.06771,  1.23291, 0.000596,  5.22221,-0.151716, 96
 779,    1.557,-0.132296,  1.40411,    2.636,   2.1407,  2.19436, 96
 780,-0.617247,  3.26619,  6.05895, 0.198614, -2.00967, -7.21234, 96
 781,  1.11556,-0.967736,  0.75011, 0.396561,  1.94972, -3.49985, 96
 782,  2.68748,  3.17295, -2.01419,  -1.2977,  4.31814, 0.658618, 96
 783,  1.30064, -1.47575,-0.493825,-0.631238,  4.86918, -1.79353, 96
 784, 0.209381,  1.09162,-0.815288, -2.12761,-0.190359,-0.221879, 96
 785, 0.977746,  1.41047, -2.36308,  3.98601,  5.48573,-0.941366, 96
 786, 0.993909,-0.886287,  1.27732,  3.46102, -1.66629, -2.72448, 96
 787, -1.52312, 0.265845,  1.84679, -1.24448,  2.93267, -3.41245, 96
 788, -2.70203,  3.33946, 0.645962,-0.107501,  1.95048, -2.76125, 96
 789,  1.66415,  2.18281,-0.132989, -3.72326,   1.4923,-0.984355, 96
 790, -3.83133,  5.44603, -5.06054, -6.18372,  1.93029, -3.88481, 96
 791,-0.898347,  2.06174,  2.82842,-0.619666, -1.25926,  1.30225, 97
 792, -1.31455, 0.261742,  1.46685,-0.650242,  1.26493, -2.64999, 97
 793,  -7.0735,  1.61176,  0.35617, 0.966969, -1.66602,-0.090871, 97
 794, -7.45169, 0.178195, 0.139431, -1.02364, -3.16002,  1.34066, 97
 795, 0.275167,-0.324681,  3.42281,-0.309075,  1.68565,-0.878412, 97
 796, -5.51771, -4.31519, 0.316569,-0.839576,-0.575405, -1.22364, 97
 797,-0.921772,  2.96117,  4.45623,  0.46197, -3.07258,-0.836117, 97
 798, -4.12408,  2.24822,  2.91583,   2.3736, -2.95871,-0.608077, 97
 799, -5.04911, -3.81009, -2.90891,-0.695763,-0.400178, -2.22293, 97
 800, -3.06135, -2.63564,-0.022008, 0.939962, -1.76157,  1.09303, 97
 801, -2.97137,  3.20673,  5.43598,  4.05459,  6.59843,  3.38169, 97
 802, -6.61285, -1.40905, 0.706175, 0.745565,-0.416214,-0.900439, 97
 803, -6.51668,  -5.1556,  -0.7162, -1.77828, -2.74888, -5.81065, 97
 804, -0.42207, -1.30701, 0.673698,  1.26946, -1.82725,  1.44617, 97
 805, -4.97274,  3.58468,  5.09775,  0.11096, -1.30279, -1.51636, 97
 806, 0.606046,-0.707818,  1.00931, -1.55419,  1.45586, -1.27592, 98
 807,  2.33298, 0.396153, 0.492391, 0.649901, -5.74145, -4.86719, 98
 808, -2.87461,-0.572533,  0.84923,  1.59977,  5.25667,  2.31996, 98
 809,  2.38359, -3.10586,  1.34212, 0.018899,  6.23743, 0.501143, 98
 810, 0.638844, -2.90417, 0.655665, 0.423693, -3.19326,  1.66015, 98
 811,  2.07323, -1.44147,   3.0463, 0.073006, 0.485424,  1.43968, 98
 812,-0.316008, -1.00766, -2.29134, -3.00167, -1.06807,  1.81415, 98
 813,   2.0855,  3.65101,  4.53558,-0.654303, 0.277298,  4.09997, 98
 814,  1.14625,-0.456144, -1.04289, -4.31244,-0.143289, 0.928031, 98
 815, 0.176601, -1.49998,  4.60177,  4.50869,   1.7265,-0.871946, 98
 816,   1.2222, 0.248752,  1.16728,  2.07903, 0.267559, 0.403987, 98
 817,  2.75943, -1.27326,  0.08779, 0.443898,-0.854848,  0.76164, 98
 818,-0.468769,-0.083473,-0.072995,  5.53408,  3.22476,  1.11351, 98
 819,   5.4173,  1.31151,  2.20945, 0.853362,  2.94083, -2.76549, 98
 820,  1.23388,  2.10328,  2.66836, 0.291019,   4.8655,  4.40992, 98
 821, -1.73974,  2.34366, -1.43481,  -4.6019, -3.48612, -0.43471, 99
 822, -1.47807,  2.40117,  1.06486,-0.233425,  2.89267,  1.91338, 99
 823,  2.68508,  2.83072, 0.884132, -2.86834, -4.93817, -2.58675, 99
 824, -2.94607,-0.528956, 0.210653,   2.4258,  1.90261,  2.66033, 99
 825,  0.01957,-0.698337, -2.62346, -1.52983,-0.395073,  3.08526, 99
 826,  2.11094,  1.10253, -2.10084, 0.215346, -1.22898,  2.85716, 99
 827,  2.25758,  4.82129,  1.96133,  -1.0648, -4.46539,  2.82441, 99
 828, -0.72672,  1.11565, -2.33833, -3.60535, -1.70848,  1.83059, 99
 829,-0.467197,-0.777855, -5.45343,  2.67979,  1.21575,  2.32711, 99
 830,  -1.0701,  -2.5947,   1.6387, -1.57812, -4.12629, -1.08287, 99
 831,-0.251726, 0.678197,-0.456885, 0.370843, -7.12344,  3.04203, 99
 832,  3.07707,  3.05415,  1.34342,  1.00219, 0.676918,   3.1323, 99
 833,  2.21301, -1.65504, 0.561373, -2.78552,  2.07727, 0.646026, 99
 834,  2.94185, 0.401747,  3.15983, -5.01974,-0.658239,  3.50245, 99
 835,-0.595668,  2.81319,  1.35489, -2.93404, -2.21973,-0.709917, 99
 836,-0.422929,  1.88739, -1.49696,  1.70292, 0.172222, -1.01291,100
 837, -1.98294, -3.38801, -3.44421, -3.10756,  1.18988, -5.30598,100
 838, -2.56277,  -2.7746, -1.17927,  2.38183, -5.15151,   1.5669,100
 839, -2.18584,  1.91429, -5.68177,  2.63982,  1.38175, -4.97955,100
 840, -2.58224,-0.968712, -2.19139, -0.54388,-0.734229,  2.23593,100
 841, -2.01983,  3.46678,-0.226012,  3.83543,  2.01811,  1.60642,100
 842, -4.14464, -4.46706, -3.27636,  4.02689, -4.48776,-0.715833,100
 843,  1.09733,  0.69775, -1.09902,  1.33388,  1.61156,  2.42706,100
 844, 0.805021, -1.46062, -1.91524,   2.7776,  5.15459,  3.74647,100
 845, -3.87466, -4.53831, -3.17266,-0.202151, 0.476705, -1.20923,100
 846, -3.65852, 0.630566, -5.60841,  1.82936, -3.70735, -4.93684,100
 847, -1.41064, -1.94165, 0.389055,-0.009778, 0.856585, -2.30606,100
 848,-0.041758, -1.99549, 0.303207, -1.45607, -5.75442, -1.18123,100
 849,  1.10277,-0.657289,  1.10002, -1.18071, -5.58771, -1.96903,100
 850, 0.186059,  1.63184, -0.10812, -3.11534,   2.7514, 0.673199,100
 851,-0.182144,   1.8984, -1.59645, -0.20203,  1.79083,  1.78682,101
 852,  1.65571,  2.73592,  1.15817,  2.40138,  3.16485,  3.45332,101
 853,  1.48515,-0.828746,  -6.0017,-0.342534, -1.19862, -1.17198,101
 854,-0.351633,  -2.1585,  -3.5332, 0.183654,  2.80462,   4.3234,101
 855,  3.27918, 0.260415,-0.249262, -4.38644, 0.650795, -1.82085,101
 856,   3.4579,  1.47139,  2.79988, -3.04267,  2.63962,  2.46724,101
 857,  4.23872,-0.351393,-0.926541,  -2.3321,-0.730112,  1.11345,101
 858, 0.139563, -1.38195, 0.959362, -1.41921,  2.35034, 0.542169,101
 859, -1.15319, 0.664465, -5.66326, -2.39141,  1.00572, -2.65043,101
 860, -1.75598, -1.82152,  -5.7324,  1.92201, -2.30175,-0.246702,101
 861,  3.41022, 0.638652, 0.216077, -1.52058,  6.45885,  3.97513,101
 862,   9.2697,  1.05755, 0.069812,  1.76905,-0.187772,   5.5399,101
 863,    4.052,   2.6092,   -2.426,-0.440992,  1.06959,-0.734659,101
 864,  1.88254,  2.45329,-0.453453, -1.12583, 0.708077,  3.66503,101
 865,  3.02664,  4.27979, -1.32836,-0.833775,-0.535623,  1.50753,101
 866, -3.89151,  0.28762,  3.86555, 0.823484, 0.860824, -2.62335,102
 867,  -1.3842,-0.101012,  1.79315, 0.237164,  3.56481, 0.314582,102
 868,  1.97383, -1.46443,  1.38218,  -3.3293,-0.532388,    -3.49,102
 869,-0.633675,   3.3286,   1.2506, -1.72352, -1.72912,  -2.9709,102
 870, -0.81367,  1.68123,  2.28034,  5.47819,  1.09969,  2.17036,102
 871, 0.278878, -1.01117,   3.9509, -2.07451,  1.77046,-0.742036,102
 872,-0.866354, 0.233648,     1.47,  -2.3096, -1.35865, -7.71156,102
 873, -3.38177, -2.11041,  2.17726,-0.308455, -4.41223, -4.10756,102
 874,  1.56524,  3.83136, 0.825673,-0.808484, -6.14098, -3.65903,102
 875,  4.28199,  2.86188,   -3.425, -2.79871,  2.62545, -2.07746,102
 876,-0.797648,  3.29078,-0.228299,-0.585115,  3.62112, -1.04952,102
 877, -4.94519,  0.04174,  -4.4385, -3.22706, -6.81026, 0.271993,102
 878, -1.86748,-0.689218,  -4.0715, -3.47952,  -1.5982, -7.88141,102
 879,-0.443873,-0.351621, 0.927455, 0.125532, -2.98838, -1.29725,102
 880, -4.27187, -4.15704, -2.71517,  2.30186, -2.21509,  -4.5679,102
 881,-0.848226,  2.49919,  3.44562, -1.73084,  1.25206, 0.122936,103
 882,  2.17617, 0.586399, 0.832516, -1.59305, -2.55738,-0.652469,103
 883, 0.554824, -1.49318, -1.84279, -2.60714, 0.444759, -2.98049,103
 884, -1.77446,-0.291875, -3.14356,-0.507892, -1.01303, -2.66269,103
 885, 0.430859, -1.17957, -3.29073, -5.95735,-0.627135,-0.050971,103
 886, 0.549664, -3.14012, -3.08641, -5.65163,  1.07426, -2.47899,103
 887,  3.09621,  1.69738, -1.70555,-0.917874,  2.14201,  1.11326,103
 888, -2.01051, -3.04405, -4.88029, -2.66159, 0.077016, 0.792482,103
 889,  1.77342,  0.72159,-0.920274, 0.829139,  4.67297,-0.329671,103
 890, -1.20043, -2.19466,  2.81469, -1.93895, 0.225199, -2.02815,103
 891,  5.04816,  1.79659,-0.616844,  1.94712,  6.89662,  1.59925,103
 892,-0.024766,  -2.5915,-0.495739, -3.24749,  3.35422, -2.95412,103
 893,  1.57676, -1.06308, -1.02284, -2.09314,-0.771181,-0.009059,103
 894, -1.79519,-0.552744, -1.22186, -2.26632,   2.8176,  1.49402,103
 895,  0.40555,  1.29211, 0.711818, 0.005697, -1.79702,-0.104661,103
 896, -2.61173,   -2.994, -7.18705, -3.68773, -3.32506, 0.494118,104
 897,  0.95239,-0.205783, -1.89992,  3.54256,  3.82856,   2.9632,104
 898,  1.68267, -0.28969,-0.675986,-0.566414,  4.75492,  3.56708,104
 899, -3.52263, -1.24812, -4.54827,  1.68485, -1.93483,  1.31579,104
 900,-0.914674, 0.644383,-0.448772, -2.18136,  1.26575,  2.63176,104
 901,  2.78524,  3.87597,   3.0534, -1.36122,  2.27763,   2.7245,104
 902, -1.91239,  2.25784, 0.073249,  3.52603,  2.49479, -1.06979,104
 903,  -0.9245,  -1.7774,  -4.0021, 0.448227,  2.28876,  1.14943,104
 904, -2.11754, -7.88627, -1.46192,  1.76765,   0.9998,-0.448033,104
 905,-0.853678, 0.215552, 0.932882,  5.30481,  3.98227,  3.04976,104
 906, 0.547609, -0.73113,-0.953957,-0.794371,  1.42774, -1.81744,104
 907, 0.192135,  1.23638, -5.22737, 0.100063,  1.63322, -0.25074,104
 908, -6.15158, -2.95887, -5.02457,  1.18729, 0.793468,  4.07255,104
 909, -1.18809, 0.818443,  2.98692, -3.86229,  6.53385,  6.31295,104
 910, -2.02151,  1.26912, 0.061481, 0.000486,  2.25077,  5.82928,104
 911, -1.20441, -6.14839, 0.694112, -4.42471, -1.58898, -1.75396,105
 912, -2.69161, -2.72477, -2.63326, -1.74327,-0.985893,-0.855474,105
 913, -1.13475, -2.26046, -3.41061,    -1.41, 0.834645,-0.352978,105
 914,-0.601782,-0.320747,  3.78581, -3.79924,  2.29427,  4.46026,105
 915, 0.026145, 0.593147, -1.89329, -5.14698,  1.25981, -1.28447,105
 916,  -4.2989, -3.74064, -6.10843, -2.24044, -3.21479,-0.867994,105
 917, 0.077181,  0.50585, -5.37504, -3.01046, 0.054672, -1.92543,105
 918, -4.32433, -3.35178, -1.15711, -1.42376, -2.72513, -2.40083,105
 919, -1.11018, -4.41879, 0.060952, 0.163252,  0.44999, -3.07257,105
 920, -3.23539, -1.61357, -1.32095, -3.01991, -4.25761, -1.80965,105
 921, -2.93076,-0.156513, -2.79668, -1.09435, -1.07327, -3.16029,105
 922, -3.99666, -4.85084,  2.36072, -3.46839, 0.269496,  -2.1274,105
 923,  2.46157, -1.90983, -2.49005, -2.08936, -1.11335,-0.871384,105
 924, -3.10797, -2.53273, -1.98076, -6.83224,  1.60007,  -2.1397,105
 925, -4.42231, -2.51192, -2.95148, -2.72728,   1.6693, -3.58615,105
 926,-0.626606,-0.229769,  2.13448, -1.09257, -2.53746,   -1.662,106
 927,   -2.747,-0.739571,-0.562935,  1.39832,-0.525487,-0.461648,106
 928,  -2.5112, 0.933803,  1.41401, 0.034929, -3.42579, -1.89087,106
 929,-0.756248,  2.88208, -1.96194,-0.373784, -7.41676, -3.31543,106
 930, -1.09365,  5.03988,  1.71722, -3.71654,-0.994968,-0.094563,106
 931, -1.70309,-0.476375,-0.410157,-0.531378,  2.33526, -1.49181,106
 932, 0.802839,  3.34611,  1.68467,-0.014835, -2.42638,    1.101,106
 933,  3.54957,  2.10859, 0.415274, -3.43385, -4.27831, -1.54123,106
 934, 0.474761, -3.11544, 0.690185, -1.56306, -3.75526, -5.71513,106
 935,  2.10716,   6.2718,  8.35909,-0.198555,  2.41557, -1.17056,106
 936,-0.814317,  3.16853,  4.67572, -3.67856, -2.05199,  -0.1943,106
 937,  1.89527,  5.01528,  1.04111,  3.17805,-0.659842, -3.50505,106
 938,  1.28541,  3.30968, 0.828974,-0.259696, -5.42578, -2.09189,106
 939, -2.79676,  7.15609,-0.102398,  2.15447,-0.916535,  1.63236,106
 940,-0.299837,  2.13585,  2.47568, 0.066261,-0.400414,  2.29489,106
 941,-0.929199,  3.80004, -1.89808,  3.71251, -3.53845, 0.160591,107
 942,  2.29958,  2.85315, -0.62373, 0.712121, -4.45147,  2.07189,107
 943, -3.64976, 0.449435, -3.29876,  1.45584, -1.46501,  4.43608,107
 944,  1.87239,  1.23325,  2.83539, 0.361952,  3.22139,  4.61931,107
 945,  4.23525,  3.58182,  0.65945, 0.347169, 0.039973,  4.21663,107
 946, -1.50697, 0.356336, 0.807258, -3.49039, 0.054792, 0.240583,107
 947, -4.32665, -2.45185, -2.29443,  2.32296, -3.95192,  1.65913,107
 948,  2.29661,  2.04684, 0.988509,  2.47248, -2.70554,  6.10469,107
 949,  2.34018, 0.658662, -1.20311,  2.65205, -2.26971,  1.95341,107
 950,  2.80891,-0.939757, -2.95362,  1.61163, -3.33014,  3.03939,107
 951, 0.319537,  7.37258,-0.525143, -2.50587,  1.46005,  5.88923,107
 952, -0.44564, -2.32194, -3.93214, -1.56732, -1.28871, -1.31187,107
 953,   1.3762,  0.90259, -4.98318,  -4.0788, -7.41132, -6.04791,107
 954,  1.52677,  3.25599, 0.013587,-0.786185, -5.61491, 0.789282,107
 955,  1.06295,  1.53921, -1.43475, 0.572741,  -2.5557,  4.52878,107
 956,-0.386748, -4.15082, -2.37953, -8.40839, -0.82389,  1.67511,108
 957, 0.344206, -3.10737, -2.64044, -5.21677,  1.13048,  3.71036,108
 958,-0.942289,-0.481519, -2.70632, -6.17863, -4.74585,-0.974003,108
 959, -5.36426, -1.76841, -5.18973,-0.408981, -4.06636, -1.27146,108
 960, -3.91987, -4.07199, -3.54312, -5.06822, -6.23361,-0.757534,108
 961, 0.647396,  -3.6734, -3.05211, -2.68008,  -6.3868,-0.315912,108
 962, -1.16562, -5.20052, -6.44253, -7.33537,-0.917518, -1.83596,108
 963,  5.11212,-0.227853,-0.952228,-0.238237,-0.080772,  3.79995,108
 964,-0.390787, -3.44352, -7.85443, -3.40298,-0.165293, 0.995872,108
 965, -5.75643, -4.62655, -2.46203, -4.39418, 0.647766, -4.90803,108
 966, -2.92607,   -1.465, -1.92215,  -6.5819, 0.324271,-0.036715,108
 967, -1.06706, -1.24471,-0.951126, -2.24342, 0.715361, 0.085936,108
 968,-0.744443, -5.87056, -5.21064, -3.65422, -3.55595,  3.55571,108
 969, -3.10994, -2.90302, -4.38519, -5.11437, -5.34085,-0.394564,108
 970, -2.60179,  -1.1284, 0.873802, -6.94434, -3.27827, -1.72383,108
 971, 0.805225, -3.10436, -2.80128,  1.23491,  2.33308,  4.65207,109
 972, -3.93067,-0.500389, -2.48842,  -2.2478,-0.231081, -1.18281,109
 973,  3.08307,-0.210648,  2.84155,  1.35619,  1.30744,  3.47018,109
 974,-0.877847, -1.87478, -2.00323,   0.9067,  4.46345,  2.11266,109
 975, -1.02878,  1.00201,  1.37886,-0.428667,-0.282975,  1.55208,109
 976,-0.391251,-0.095362, -0.66042, -1.01966,  1.39526,   2.0915,109
 977,-0.333855, -5.58178, -0.66129, -3.02576, 0.282262,-0.134652,109
 978, 0.166816,  1.37636, -3.20621, -1.42262,  1.67813,  2.06412,109
 979, -5.77307, -2.93573, -2.41933, -6.30874, 0.257934, -2.77038,109
 980,  2.44632,-0.636275,   5.6908, 0.821605, -3.48687, -1.61617,109
 981, -5.57784, -1.16329, 0.666995, -1.00932, -1.17292,  4.36972,109
 982, -1.10848, -5.90651, -1.41691,-0.469371, -2.24875,  4.89854,109
 983, -4.71618, -3.66354,-0.594477, -1.43439, 0.288457,  3.25963,109
 984, -2.79691,  1.16135, -1.05727,  4.53915,  5.09006,  2.33689,109
 985,  3.59318,  -2.3716,  2.26624,-0.476351, -3.19476, 0.733953,109
 986,  2.35553,  4.22105,  -5.2676, -2.27202,  2.72503, -1.32808,110
 987,  5.30269,  3.76999,-0.460991,  4.41941,   3.9479, 0.789635,110
 988,  2.79516,  2.97897,  1.10079,  3.31797,-0.245715, 0.247605,110
 989,  4.16308,   1.9368,-0.451308,  1.25064, -1.04158, -4.53514,110
 990, 0.796097, -2.35907, -2.02425, 0.074975, -1.63787, -4.66459,110
 991, 0.239307,  5.40543, -2.77359,-0.013482,  1.83902, -2.29292,110
 992,  1.22543,  4.11678,  1.15106,  3.28358,  3.88307,  2.26756,110
 993,  6.66944, 0.216305,-0.420734, -2.15794,   1.2957, -2.77957,110
 994,   7.1695,  3.31481,  0.90665, 0.036615,-0.659297, -3.10924,110
 995, -1.46991, -1.26277, -5.04505,  2.37554, 0.868334, -2.36197,110
 996,   3.2885,  4.46293,  3.28827,  3.81053,  1.37493, 0.968119,110
